Type;Lat;Long;Intensity;Date;From;To
Issue;-12.1152262089008;-77.0147552495081;4;2020-01-01;0;18
Issue;-12.0743552186321;-77.0386194981651;1;2020-09-29;20;21
Issue;-12.0819697796342;-77.0402710477035;4;2020-03-15;13;13
Issue;-12.1018530653818;-76.9864151313691;4;2020-11-09;3;22
Density;-12.1012468497585;-76.9684968758685;3;2020-04-15;23;23
Issue;-12.0840496276817;-77.0433368087682;5;2020-10-23;5;19
Density;-12.0949959312568;-77.013454351468;5;2020-11-20;19;19
Density;-12.078650326422;-76.969081969786;1;2020-07-26;20;21
Density;-12.1132296845444;-76.9773623936936;2;2020-09-10;19;23
Issue;-12.0844023175758;-77.0213668329629;2;2020-09-01;4;17
Issue;-12.0707921273837;-77.0429467047619;1;2020-09-25;6;6
Density;-12.0801480414585;-76.9982253278345;2;2020-05-06;5;5
Density;-12.1115018373078;-77.0378527144415;5;2020-05-29;7;8
Density;-12.0733916102342;-76.9662564410369;2;2020-05-20;6;19
Issue;-12.0731727377955;-77.0058510858802;1;2020-09-16;8;22
Issue;-12.114413835984;-77.0156646681961;5;2020-08-17;4;8
Density;-12.0795697376258;-76.9932206077244;1;2020-03-11;21;22
Density;-12.1102259795343;-77.0512663721335;5;2020-10-18;0;14
Issue;-12.1005127154962;-77.0224890332353;2;2020-10-28;22;23
Issue;-12.1106593816955;-77.0143399827801;5;2020-01-18;0;20
Issue;-12.0805431350491;-76.9879135714461;5;2020-08-26;9;10
Density;-12.1091877499547;-77.0422699917925;1;2020-02-16;9;11
Issue;-12.0874739323667;-77.0091852572437;3;2020-07-10;10;18
Issue;-12.0933285830247;-77.0229345142966;3;2020-07-25;12;23
Density;-12.109390936096;-77.0085145815834;4;2020-03-29;14;19
Density;-12.1103555630247;-76.9804689113876;3;2020-09-02;18;20
Density;-12.0694865014826;-77.000141466101;2;2020-05-25;6;20
Density;-12.0891177645818;-77.038817135073;5;2020-08-19;9;12
Issue;-12.1054404643961;-77.0369241558018;4;2020-09-05;7;18
Density;-12.1157226715797;-77.0034905112407;4;2020-04-08;12;15
Density;-12.0753787622411;-76.9742543442654;3;2020-04-27;13;14
Density;-12.1025697004927;-77.0120839291489;3;2020-02-18;9;9
Issue;-12.0942815907768;-77.0134879315429;3;2020-12-05;0;14
Issue;-12.0682280541085;-77.0420202804934;1;2020-04-24;18;23
Issue;-12.0649811711661;-77.0111527833281;1;2020-08-28;18;22
Issue;-12.1101896986489;-76.9689002485133;1;2020-06-24;1;1
Issue;-12.0902630023585;-76.9749258946819;4;2020-03-28;2;21
Density;-12.0994046431936;-77.0413631491732;4;2020-08-23;22;23
Density;-12.0777216033704;-76.9990496365203;5;2020-10-19;7;21
Issue;-12.0863643799981;-76.9960616221323;5;2020-11-03;5;23
Density;-12.1100515942116;-77.0384128841955;2;2020-12-16;14;22
Density;-12.1062475230366;-77.0333191366035;5;2020-03-07;20;21
Issue;-12.0847636786918;-77.0293670304057;2;2020-04-27;18;21
Issue;-12.064922992143;-77.0276405479347;4;2020-08-07;7;15
Density;-12.0910092991711;-76.9862388211877;3;2020-10-16;4;13
Density;-12.0751816598358;-77.0442740195218;3;2020-03-18;9;11
Issue;-12.0753044815191;-77.0504752332386;5;2020-07-27;14;14
Density;-12.1084110923302;-77.0077389880168;1;2020-10-24;21;21
Issue;-12.0661928981788;-77.0180135578909;5;2020-05-23;5;5
Density;-12.1146485814493;-77.050259372824;1;2020-09-05;11;23
Issue;-12.0767493546929;-77.0005162725287;3;2020-10-19;4;18
Density;-12.0954717319711;-77.0294291292372;1;2020-09-30;12;15
Issue;-12.0732615758546;-77.0282106075654;4;2020-01-27;12;13
Density;-12.0795417337103;-77.0438789689673;5;2020-05-06;2;13
Issue;-12.0794882271222;-77.0024831614546;5;2020-06-21;16;19
Density;-12.0947527744471;-77.0483337605386;5;2020-11-28;12;13
Density;-12.1152197927458;-76.9800792380327;4;2020-10-09;15;18
Density;-12.0932359988288;-77.0116704214631;3;2020-06-16;3;13
Density;-12.1026873218549;-76.9811381463293;3;2020-04-07;7;18
Density;-12.0680853691186;-77.045739483133;3;2020-11-15;14;18
Issue;-12.0895874500227;-77.0224476469984;5;2020-12-18;13;21
Issue;-12.0884514198827;-77.0259976193697;2;2020-06-14;18;21
Density;-12.0768237354987;-76.9657825099032;4;2020-03-31;9;17
Density;-12.0848417939587;-77.0110957979916;5;2020-09-02;14;19
Density;-12.0731227700006;-77.0038499223942;5;2020-11-25;9;15
Issue;-12.0970831758281;-77.0144389917439;1;2020-05-05;20;21
Issue;-12.0864950804498;-77.004299299412;3;2020-08-05;8;18
Issue;-12.0671358210671;-76.992201568451;3;2020-03-27;8;16
Density;-12.1110309748344;-77.0334146311163;4;2020-01-22;12;22
Issue;-12.1080294892246;-77.0341226161854;2;2020-04-03;12;21
Issue;-12.0948717214756;-77.0459361586344;4;2020-11-24;16;17
Issue;-12.0963642947684;-77.0284844829351;3;2020-09-17;23;23
Density;-12.096118391474;-77.0278828803432;5;2020-06-05;10;23
Density;-12.0806040744917;-77.008922291169;3;2020-10-31;21;22
Issue;-12.1091458556887;-76.9662531374352;2;2020-09-23;2;7
Issue;-12.0734460934679;-76.9686174131174;2;2020-01-13;19;23
Issue;-12.0971231277708;-76.9849819809134;5;2020-02-29;7;20
Density;-12.0877167587845;-76.9905079638749;1;2020-11-02;16;19
Issue;-12.0751489718691;-76.9744380650381;3;2020-08-21;8;16
Density;-12.1079864067874;-76.965935904574;5;2020-12-28;17;19
Density;-12.084630920969;-77.0510986407195;4;2020-05-14;15;21
Density;-12.0856936589639;-76.9809328586364;4;2020-06-29;1;3
Density;-12.0815714087872;-76.9814874265113;1;2020-02-13;7;11
Density;-12.0880148720201;-77.0040564820351;2;2020-05-09;5;5
Density;-12.0923819764318;-76.9724028352726;4;2020-11-29;1;2
Density;-12.0668880798599;-77.0310700706399;5;2020-10-16;4;10
Density;-12.1140980493684;-76.9831718943765;5;2020-12-27;17;19
Density;-12.0749526089407;-77.0025574774749;3;2020-06-02;6;8
Issue;-12.115986020923;-76.9998586451999;2;2020-01-21;9;10
Issue;-12.0808289377027;-76.972587092348;4;2020-09-22;5;23
Issue;-12.0780959214948;-77.0431970806436;4;2020-06-06;1;22
Density;-12.0780652411291;-76.9673338942917;5;2020-08-28;12;22
Issue;-12.0863428070115;-76.9736308420605;4;2020-01-22;6;22
Issue;-12.0793623633783;-76.9999501977538;2;2020-01-05;11;21
Density;-12.0747024708777;-77.0165923414363;2;2020-10-18;16;17
Density;-12.0906643204075;-77.0496463092813;5;2020-03-10;6;14
Density;-12.1145339682208;-77.0348905512943;5;2020-08-21;7;10
Issue;-12.1127344801396;-77.029511604514;5;2020-08-12;15;17
Issue;-12.0726398919961;-77.0406509180396;5;2020-01-27;1;11
Density;-12.0929296167902;-77.0188956175407;2;2020-04-06;10;18
Issue;-12.0668119489202;-77.0330023750796;1;2020-06-05;19;22
Density;-12.0667385155134;-77.0436460225997;4;2020-09-01;20;22
Issue;-12.0729438436379;-76.9872877756712;1;2020-06-11;5;13
Issue;-12.1085567611769;-77.0162104821316;3;2020-01-31;10;18
Density;-12.088553627044;-77.008558168394;1;2020-09-30;10;16
Density;-12.096513075117;-76.9942297019052;4;2020-12-02;3;20
Density;-12.0951042777861;-76.9687126535905;2;2020-02-24;6;19
Density;-12.0737430640848;-77.0258417926765;3;2020-08-04;20;20
Density;-12.0711347246945;-76.9771757274774;5;2020-07-25;23;23
Issue;-12.0985514237642;-77.0185710376736;5;2020-06-04;2;6
Issue;-12.0803749782612;-77.0149143454217;1;2020-06-03;8;12
Density;-12.090600472536;-77.0141778020407;1;2020-08-19;2;2
Density;-12.0732639805233;-76.9786012002839;5;2020-07-25;22;23
Issue;-12.0678252917088;-76.97757828961;3;2020-12-22;22;22
Issue;-12.1032365685347;-77.0086481816752;3;2020-05-31;10;18
Density;-12.0699097767507;-77.0393118732983;3;2020-04-15;18;23
Issue;-12.1045378416296;-77.0452339509744;4;2020-07-06;13;19
Issue;-12.0773870402821;-77.0324772514994;5;2020-05-25;2;8
Issue;-12.1125005465136;-76.9793018071925;2;2020-06-12;16;19
Density;-12.0652327737677;-76.9742172078465;1;2020-02-13;8;20
Issue;-12.0847207200245;-77.0208830160239;4;2020-09-18;22;23
Density;-12.0750251088921;-77.0222814975839;5;2020-11-21;6;17
Issue;-12.0678350886338;-77.0273297970575;5;2020-09-16;22;22
Density;-12.1152475671226;-77.0325170050838;3;2020-02-25;5;12
Issue;-12.0849493867967;-77.0251817120712;3;2020-01-14;4;6
Issue;-12.0778532184676;-77.0382169265279;1;2020-05-15;16;20
Issue;-12.1082011674776;-77.0133320362212;2;2020-12-17;22;23
Density;-12.0933111575051;-77.0367491661967;1;2020-05-31;4;19
Density;-12.1151790215099;-77.0031535313661;4;2020-06-29;1;1
Issue;-12.0994455947594;-76.9899442806827;1;2020-02-25;9;15
Density;-12.1115999161303;-76.974978961888;3;2020-03-01;19;20
Density;-12.0736549376753;-76.9814914404843;5;2020-12-18;11;20
Density;-12.1082900336849;-77.0143387251709;1;2020-12-16;4;19
Issue;-12.0943067121473;-77.0402105175892;3;2020-07-02;19;20
Issue;-12.0892317734814;-77.0349594020695;3;2020-08-10;4;6
Issue;-12.1010269636777;-77.0300511382562;1;2020-02-18;15;22
Issue;-12.0665648018226;-76.9690229723941;4;2020-09-10;9;9
Issue;-12.1042615245529;-76.9998594519204;3;2020-03-17;1;10
Issue;-12.0810999722725;-76.9969790025631;2;2020-09-01;2;6
Density;-12.1011057583783;-76.9954985500496;4;2020-11-26;0;20
Density;-12.0910010153022;-76.9898150710575;1;2020-01-07;15;22
Density;-12.0838757052265;-76.9717854250397;1;2020-09-10;18;21
Issue;-12.0925318209885;-77.0076794573539;1;2020-04-15;21;23
Density;-12.0772729539426;-77.0125021573636;2;2020-06-20;12;12
Issue;-12.0958345500499;-77.009663103352;3;2020-04-10;14;14
Issue;-12.1104521891008;-76.984825430766;2;2020-03-19;17;23
Issue;-12.0726903101048;-77.0274008182491;2;2020-08-28;7;18
Density;-12.1040448457052;-77.0322165543824;4;2020-04-13;13;18
Issue;-12.1107648057507;-77.0007386224982;3;2020-06-03;11;19
Density;-12.1140877142593;-77.0486608550146;1;2020-02-10;14;14
Issue;-12.0904501874687;-77.0364633446851;5;2020-01-09;16;17
Density;-12.0925809628469;-76.9855751012124;3;2020-06-01;19;19
Issue;-12.0765661142872;-77.0059381743817;1;2020-01-15;8;17
Density;-12.0831350064707;-76.9730574733112;3;2020-07-29;13;21
Density;-12.0924845444327;-76.9977914392488;1;2020-01-25;20;23
Issue;-12.0763470372122;-76.9840727202877;5;2020-06-03;22;23
Issue;-12.0823556197177;-77.0436713486714;5;2020-07-07;23;23
Issue;-12.0693123755917;-76.9989599731533;1;2020-01-23;22;23
Issue;-12.0943048206524;-77.0059196660436;1;2020-12-12;7;11
Density;-12.065278545672;-77.0239549044971;1;2020-10-06;16;17
Density;-12.1008391573811;-77.0400035431196;1;2020-01-30;12;21
Issue;-12.1025240868979;-77.0434057660988;4;2020-11-10;19;20
Density;-12.094677027117;-76.9941554207431;1;2020-09-21;5;9
Issue;-12.072892911797;-77.0142656091213;3;2020-10-05;20;23
Issue;-12.0771222932514;-76.9923075232058;4;2020-06-09;1;15
Density;-12.1103485708669;-76.9804426309495;3;2020-03-21;7;13
Density;-12.1117906141367;-76.9884512742396;4;2020-03-31;11;17
Density;-12.1062746790619;-77.035588084641;5;2020-08-14;23;23
Issue;-12.0719282735661;-77.050162127883;5;2020-07-19;12;16
Density;-12.1137303514195;-76.9890108981388;4;2020-02-29;14;23
Issue;-12.0819507964964;-77.030459956539;2;2020-05-22;10;12
Density;-12.071070098581;-77.0128710972808;5;2020-03-12;6;10
Issue;-12.0935751964378;-77.0111345812347;2;2020-07-10;17;21
Density;-12.1007017859464;-76.9873325829025;5;2020-11-29;16;21
Issue;-12.0772615098448;-76.9680427002035;1;2020-07-24;0;12
Density;-12.0780913412938;-77.0295689774969;1;2020-10-01;8;9
Density;-12.0955288782139;-76.9803391656498;3;2020-08-02;14;18
Issue;-12.089287868459;-76.989564022437;5;2020-01-11;6;19
Density;-12.0849867764747;-76.9681461822893;5;2020-06-10;5;6
Density;-12.100182466744;-77.0301601179222;1;2020-02-19;12;19
Issue;-12.0880273603162;-77.0032707246186;2;2020-08-03;20;20
Issue;-12.0741552541983;-77.0448770186951;5;2020-01-11;0;21
Density;-12.0916569666514;-76.9757202574215;5;2020-04-14;14;18
Issue;-12.1075693523506;-76.9969605912299;5;2020-08-03;20;22
Density;-12.0915177603656;-77.0024786375485;5;2020-01-08;19;22
Density;-12.0868008782213;-77.0459794193914;5;2020-12-13;4;10
Density;-12.0963079894926;-76.9776019447498;1;2020-12-05;0;20
Density;-12.0831846425663;-77.0165797888175;5;2020-05-15;21;22
Issue;-12.0986414295465;-77.0296747459513;4;2020-01-20;18;19
Density;-12.0782480284222;-76.9868433665456;3;2020-05-27;6;11
Issue;-12.1060001420977;-76.9790448792473;5;2020-07-23;19;20
Density;-12.075360997649;-77.048033685559;5;2020-01-12;18;20
Issue;-12.0780486916227;-77.0287345241624;4;2020-01-23;5;5
Density;-12.1128367892394;-77.0430697896262;1;2020-03-20;4;9
Issue;-12.0651201907374;-77.0179423574887;4;2020-05-18;3;4
Issue;-12.0650070672766;-77.048211879166;2;2020-01-29;22;23
Density;-12.1077275730242;-76.9704362210303;2;2020-01-24;8;12
Issue;-12.0786416880781;-77.0099286687233;2;2020-11-19;0;12
Density;-12.0689949629096;-77.0517360127718;1;2020-04-19;15;22
Density;-12.1068888480953;-76.968235197704;1;2020-12-13;20;20
Density;-12.0682604214116;-76.9980864388352;2;2020-06-18;17;22
Issue;-12.0997344432437;-77.0411978868891;1;2020-12-20;10;16
Issue;-12.0907140427357;-76.9832704917525;5;2020-11-09;9;20
Density;-12.1078646780961;-77.0342218507692;3;2020-11-20;11;16
Density;-12.1054336748057;-77.0056076956671;4;2020-09-26;12;21
Density;-12.0844356270954;-77.0211120981871;1;2020-05-19;7;21
Density;-12.0828427099686;-77.0134966077841;3;2020-01-23;13;21
Density;-12.0763180641804;-77.0327263428856;2;2020-01-27;1;3
Issue;-12.0768690200536;-77.0094956276768;3;2020-10-18;16;23
Density;-12.0748868666863;-76.9809100791685;5;2020-04-29;17;21
Density;-12.0837740792529;-77.0411735890058;3;2020-11-13;9;17
Density;-12.0694390522787;-77.0491332740412;3;2020-07-20;22;22
Density;-12.0729891882003;-76.9660982625507;3;2020-12-29;13;15
Issue;-12.1039511126099;-77.04950750183;4;2020-03-14;12;17
Density;-12.0837051745554;-77.0178946485512;2;2020-03-10;20;21
Issue;-12.1145614416955;-77.0185470154648;5;2020-10-23;11;19
Issue;-12.0652573992204;-77.021240074098;1;2020-12-26;19;19
Issue;-12.075493310469;-76.9846991895633;5;2020-02-11;8;12
Issue;-12.1110195184036;-77.0245059382621;5;2020-12-16;2;13
Density;-12.0909379628731;-77.0308913237046;2;2020-06-23;3;15
Issue;-12.0809820463909;-77.0052967843293;3;2020-08-11;15;15
Density;-12.0944272171159;-76.9783960994397;3;2020-03-07;16;21
Density;-12.0807169608505;-77.0300889405844;4;2020-10-02;18;20
Density;-12.1135304026475;-76.9889514413057;2;2020-11-10;14;22
Issue;-12.0962516989264;-77.0356308936415;2;2020-03-22;12;17
Density;-12.092207922247;-77.0443164397149;5;2020-09-19;8;15
Density;-12.0956552196263;-76.9729975885678;2;2020-11-03;12;20
Density;-12.0688172248904;-77.0207922701152;4;2020-05-08;1;6
Issue;-12.1038576267883;-77.0145165431989;4;2020-03-23;3;10
Issue;-12.1110441595829;-77.0224137697981;5;2020-04-22;20;23
Density;-12.0679885072061;-76.9900554132579;3;2020-01-08;12;20
Issue;-12.0741966485193;-77.0376930002217;1;2020-08-29;20;20
Density;-12.0742635441513;-77.0142893563271;3;2020-01-25;9;13
Density;-12.1099533205718;-77.0391370038003;1;2020-10-27;5;14
Issue;-12.1099763849662;-77.0419425694839;3;2020-05-16;9;10
Density;-12.0970971379585;-76.9808543294454;5;2020-09-22;7;13
Issue;-12.0909421279514;-76.9822667256027;3;2020-05-27;15;17
Issue;-12.0673006645391;-76.9764110594503;1;2020-09-01;11;15
Issue;-12.0777447273273;-76.9848450804922;1;2020-11-07;5;14
Density;-12.0894423979363;-76.9672688740342;1;2020-06-19;21;22
Density;-12.1050433305276;-77.0058360130712;1;2020-02-19;6;10
Density;-12.1027833720175;-77.0120943785506;1;2020-01-02;23;23
Density;-12.0846529762947;-77.0270134878842;2;2020-03-20;2;6
Density;-12.1102876308408;-77.0247647508961;4;2020-03-31;20;23
Issue;-12.0689634570815;-76.9879409062738;2;2020-11-14;9;11
Density;-12.1082013015905;-77.0318317206086;5;2020-06-29;20;22
Issue;-12.0942171830769;-76.9877619943106;5;2020-01-23;17;22
Issue;-12.0997979653448;-76.9714461470419;5;2020-07-07;5;23
Density;-12.0997209094691;-77.0415103899199;4;2020-05-09;16;20
Issue;-12.0654433486422;-76.9790536654085;3;2020-10-10;6;21
Density;-12.1153182062669;-76.9804419399704;1;2020-04-06;3;7
Issue;-12.1140417116575;-76.9798087768939;1;2020-07-24;4;12
Density;-12.0929974366294;-77.0230484957672;2;2020-07-01;12;20
Density;-12.1048484866895;-76.9759686614546;1;2020-05-29;14;22
Issue;-12.0962032761549;-76.9878924308802;2;2020-06-19;12;14
Issue;-12.1151475850574;-76.9933837133126;1;2020-06-05;1;22
Density;-12.0759383919562;-76.987627101191;4;2020-11-08;2;20
Density;-12.0846203283472;-77.0040142297655;3;2020-01-05;17;20
Issue;-12.0666860198489;-77.0110999981684;1;2020-02-09;6;17
Density;-12.0897288831883;-77.0325724498882;2;2020-04-14;11;15
Issue;-12.0696345728495;-77.0301990741925;4;2020-07-08;14;14
Density;-12.1105696502023;-77.0008793134681;4;2020-07-14;20;22
Density;-12.0795445885621;-77.0302904102009;1;2020-09-26;18;20
Issue;-12.1100665397131;-76.9988114892261;4;2020-07-06;9;21
Issue;-12.0960187239462;-76.9889729905758;3;2020-03-16;7;7
Issue;-12.1156384657763;-76.9813766813918;4;2020-05-16;18;18
Density;-12.0814060573418;-77.0294314525674;1;2020-08-06;13;21
Density;-12.0787353355617;-77.0228569024385;3;2020-08-20;19;22
Density;-12.107576851781;-76.9768885456145;3;2020-08-10;13;20
Issue;-12.0807139245579;-77.032311251528;3;2020-08-28;9;18
Issue;-12.0924933388474;-76.9725479284162;1;2020-01-10;2;8
Issue;-12.0952227346916;-76.9657897049037;3;2020-09-18;10;16
Issue;-12.0711397827593;-76.991923961493;3;2020-04-28;22;23
Density;-12.0810721800986;-76.9985368003794;1;2020-11-10;12;14
Issue;-12.1018734468197;-77.0244892338795;2;2020-02-14;18;22
Density;-12.0905345071002;-77.0275615710895;1;2020-10-11;12;21
Issue;-12.0794890070736;-76.9683708907657;1;2020-06-20;22;23
Issue;-12.0666166744504;-76.9993194366379;4;2020-05-06;15;20
Density;-12.0775552684569;-76.9884015729568;3;2020-04-17;12;19
Density;-12.1126107267408;-77.0501870067221;1;2020-09-18;13;22
Density;-12.0748048790658;-77.0339278499084;1;2020-05-01;4;21
Density;-12.0888533236816;-76.9987226168358;1;2020-12-15;23;23
Density;-12.0909292601919;-76.9890755189425;4;2020-05-18;1;7
Issue;-12.0879248125212;-77.0170466469292;4;2020-11-29;0;7
Density;-12.0698058397255;-77.0148986808218;3;2020-06-05;14;15
Issue;-12.0806680506035;-77.0270807137918;5;2020-08-25;21;22
Issue;-12.0689355519121;-76.9957547427147;2;2020-04-16;1;9
Density;-12.1127130989122;-77.0314980146657;1;2020-07-21;11;23
Issue;-12.0673755383553;-77.0304343467159;1;2020-05-15;7;8
Issue;-12.0672419387568;-77.0428572984169;4;2020-01-09;21;22
Density;-12.0939145182069;-77.0153036500458;3;2020-02-15;6;12
Density;-12.0726340007288;-76.9762552881885;4;2020-07-19;16;20
Density;-12.1106522546027;-76.9801552863935;1;2020-05-07;8;15
Density;-12.0656365747419;-76.9901848510712;4;2020-04-14;17;18
Density;-12.0957497807574;-77.0411134280385;3;2020-04-04;14;19
Density;-12.1093908490816;-77.003817060004;3;2020-10-15;0;4
Issue;-12.0947641223574;-76.9970205227698;3;2020-09-16;17;23
Issue;-12.0711287029251;-77.0188095299767;1;2020-02-09;16;21
Density;-12.106004975343;-76.9786186825851;2;2020-12-16;10;18
Density;-12.1056773222519;-77.0506833291101;1;2020-11-08;17;19
Density;-12.0916628399054;-77.0403687343998;2;2020-09-13;15;15
Density;-12.0969824907565;-77.0403371982298;2;2020-07-14;13;17
Density;-12.0829137813644;-77.0066912070335;4;2020-03-26;10;11
Density;-12.1053497133439;-77.0366513797841;1;2020-01-20;19;21
Issue;-12.0842960064906;-77.0165633115015;5;2020-10-24;3;14
Density;-12.0751579434324;-77.0359294285294;3;2020-01-17;4;10
Density;-12.0915086472094;-77.0187221483331;4;2020-11-16;22;22
Issue;-12.1154793334732;-76.9692553230947;4;2020-05-11;12;21
Density;-12.0732101707801;-77.0217992062415;5;2020-12-18;6;14
Density;-12.0961650378567;-77.0329423689626;5;2020-07-18;3;18
Issue;-12.0932234316877;-76.999512190032;4;2020-12-09;18;23
Density;-12.0652525700723;-76.9894954646851;4;2020-03-12;20;20
Density;-12.0969246623253;-76.9773838924611;1;2020-02-02;20;22
Density;-12.0757336864499;-76.9714315104881;1;2020-10-14;13;14
Density;-12.068483496197;-76.9676298387628;5;2020-02-01;23;23
Density;-12.0752283833218;-76.9668681362824;2;2020-06-09;10;19
